Order_ID,Customer_ID,Product_ID,Order_Date,Quantity
12514,6497,2600,2024-01-01,9.0
12515,7261,3099,,6.0
12516,7244,2835,2024-08-16,5.0
12517,613,3410,2023-07-11,4.0
12518,357,5964,2024-02-04,2.0
12519,4145,448,2024-10-19,8.0
12520,8403,914,2024-04-15,5.0
12521,9210,9868,2023-07-15,8.0
12522,3035,4351,2024-11-17,1.0
12523,6174,4402,2025-02-14,9.0
12524,9022,9882,2023-12-29,10.0
12525,2723,3377,2024-07-14,7.0
12526,5877,6705,2024-09-05,1.0
12527,6727,8487,2024-03-27,3.0
12528,1898,993,2024-04-05,3.0
12529,6018,3151,2023-05-24,9.0
12530,9478,6912,2023-06-22,9.0
12531,1508,1570,2024-06-27,7.0
12532,5024,9533,2024-10-07,1.0
12533,2775,5460,2023-06-02,5.0
12534,6400,5269,2023-12-12,7.0
12535,3719,2013,,10.0
12536,5782,4951,2023-11-23,
12537,7074,6635,2024-09-29,5.0
12538,2928,4177,2024-01-27,7.0
12539,8626,1126,2024-08-16,6.0
12540,887,529,2024-09-19,4.0
12541,8413,8260,,8.0
12542,3335,4298,2025-02-20,8.0
12543,2638,7136,2024-05-19,9.0
12544,2898,1672,2024-11-16,9.0
12545,5229,1116,2024-02-28,8.0
12546,2959,8409,2023-05-31,7.0
12547,3027,7362,,1.0
12548,9818,2714,2024-07-24,5.0
12549,6001,6891,2023-05-27,9.0
12550,8877,9959,2025-01-17,1.0
12551,1972,7231,2025-01-22,10.0
12552,8920,256,2025-01-11,9.0
12553,2117,4401,2024-01-15,3.0
12554,8620,4689,2025-02-27,5.0
12555,6363,8962,2024-01-11,6.0
12556,3117,6544,2023-11-23,1.0
12557,6328,8129,2023-10-19,9.0
12558,4915,4832,2023-09-05,8.0
12559,1478,8356,2024-08-25,4.0
12560,2797,7750,2024-01-06,5.0
12561,3960,5985,2024-04-19,4.0
12562,603,8274,2024-07-01,
12563,1644,6424,2024-08-02,6.0
12564,8790,2293,2023-07-04,5.0
12565,885,9399,2024-01-26,3.0
12566,6868,5627,2024-07-27,8.0
12567,4490,715,2024-08-23,1.0
12568,540,5119,2023-12-21,6.0
12569,1352,7049,2023-09-29,1.0
12570,1992,7540,2024-04-28,4.0
12571,7899,420,2023-06-07,10.0
12572,7191,2173,2023-06-04,3.0
12573,678,9786,2023-09-06,2.0
12574,139,3955,2024-09-30,3.0
12575,5152,7654,2024-01-05,10.0
12576,2066,5086,2025-02-05,1.0
12577,7727,3317,2023-06-10,4.0
12578,1158,623,2025-03-20,10.0
12579,4451,5758,2024-10-30,7.0
12580,7097,3967,2024-07-28,7.0
12581,3705,971,2023-06-21,4.0
12582,2193,4534,2024-04-26,7.0
12583,9160,1412,,9.0
12584,8611,4335,2024-04-21,4.0
12585,1375,185,2024-03-29,7.0
12586,6379,6721,2025-04-02,
12587,1105,4205,2025-01-31,5.0
12588,722,7468,2024-04-10,6.0
12589,2574,5158,2025-02-26,3.0
12590,800,6598,2024-06-09,5.0
12591,4439,4114,2024-08-25,4.0
12592,6521,2707,2023-10-13,7.0
12593,8704,408,2023-08-22,3.0
12594,1838,3149,2023-11-24,5.0
12595,8482,7053,2024-05-13,10.0
12596,8193,5127,2023-12-06,9.0
12597,2018,8733,2025-03-14,6.0
12598,8881,5002,2023-10-18,7.0
12599,8574,4783,2024-08-19,2.0
12600,2036,3682,2023-09-26,6.0
12601,8644,6129,2024-07-02,9.0
12602,138,3738,2024-10-09,4.0
12603,3585,8650,2024-04-29,1.0
12604,2991,1081,2023-08-11,4.0
12605,5097,4701,2023-08-01,2.0
12606,5080,9752,2023-12-25,2.0
12607,5176,3861,,4.0
12608,7555,6161,2024-10-14,6.0
12609,7260,9650,2023-07-19,6.0
12610,8114,4058,2023-05-11,1.0
12611,2726,8420,2024-10-23,4.0
12612,8954,3124,2025-02-24,5.0
12613,112,7486,2024-08-09,6.0
12614,5142,7183,2023-12-29,2.0
12615,642,7784,2023-04-26,2.0
12616,156,4869,2024-03-19,3.0
12617,4287,1323,2023-10-06,8.0
12618,5595,109,2023-06-26,5.0
12619,7714,9208,2025-01-31,1.0
12620,3552,5110,2024-07-30,2.0
12621,5367,2895,2024-05-20,2.0
12622,2357,9214,2024-11-09,8.0
12623,4515,5653,2023-04-24,9.0
12624,6393,9779,2023-04-26,4.0
12625,4187,3750,2023-09-16,10.0
12626,6790,4616,2024-03-16,3.0
12627,4928,3619,2025-04-02,5.0
12628,8284,4595,2023-09-25,10.0
12629,9558,8853,2023-10-15,10.0
12630,6275,1080,2024-09-09,8.0
12631,8860,6815,2024-01-22,10.0
12632,7330,1044,2025-01-09,8.0
12633,6456,8453,2025-03-25,4.0
12634,7196,1828,2023-10-16,1.0
12635,2630,3352,2023-07-21,4.0
12636,495,1361,2024-01-08,2.0
12637,9718,5570,2023-08-20,5.0
12638,8119,861,2024-01-28,2.0
12639,9044,862,2023-09-30,4.0
12640,4341,6071,2024-05-10,8.0
12641,6723,9819,2023-12-30,2.0
12642,2408,7596,2025-01-19,9.0
12643,9484,8956,2025-02-25,8.0
12644,6392,7679,2025-01-15,3.0
12645,8072,8801,2024-04-08,10.0
12646,3761,7380,2023-05-25,10.0
12647,3710,5497,2025-03-02,8.0
12648,4779,3211,2023-10-16,9.0
12649,4737,5919,2025-03-08,1.0
12650,1429,8918,2024-05-21,3.0
12651,8050,650,2024-09-27,4.0
12652,4674,4272,2023-09-09,10.0
12653,9476,1473,2024-07-05,2.0
12654,8886,601,2024-10-22,8.0
12655,2314,6486,2025-02-06,2.0
12656,663,2270,2023-10-07,4.0
12657,5505,723,2024-10-21,5.0
12658,3892,828,2024-09-20,10.0
12659,8008,855,2023-12-01,5.0
12660,8668,7575,2023-06-26,10.0
12661,9719,8173,2024-05-11,3.0
12662,3075,6127,2024-03-17,5.0
12663,7938,338,2024-10-11,5.0
12664,9506,6509,2024-01-08,4.0
12665,7863,3824,2024-01-08,8.0
12666,3634,127,2025-02-23,7.0
12667,7305,1390,2024-12-20,8.0
12668,5754,7813,2025-01-22,7.0
12669,9910,5535,2023-05-22,10.0
12670,6396,229,2023-12-31,5.0
12671,7686,2479,2023-05-21,5.0
12672,9027,1861,2025-02-17,6.0
12673,2027,9090,2024-12-27,6.0
12674,9805,623,2023-07-26,10.0
12675,3145,3865,2024-09-07,6.0
12676,6316,3243,2025-01-28,5.0
12677,5543,5301,2024-10-03,1.0
12678,9739,8030,2023-09-01,5.0
12679,3971,9306,2025-01-01,7.0
12680,9983,7014,2023-12-05,9.0
12681,9286,4466,2024-02-27,7.0
12682,3129,8315,2025-01-30,8.0
12683,2031,6911,2024-11-03,9.0
12684,1888,5680,2024-09-02,1.0
12685,1118,4848,2024-10-29,5.0
12686,2712,1902,2024-10-26,3.0
12687,5374,4948,2023-08-25,1.0
12688,9442,6620,2023-11-02,1.0
12689,8886,7431,2023-11-05,2.0
12690,8867,3903,2024-08-20,7.0
12691,8951,2196,2023-04-13,6.0
12692,587,1343,,1.0
12693,3551,4612,2024-10-26,9.0
12694,9515,4630,2024-03-11,7.0
12695,489,10007,2024-10-04,5.0
12696,7633,7623,2023-05-25,3.0
12697,8623,4856,2023-11-03,1.0
12698,6260,7989,2023-07-15,9.0
12699,1003,179,,8.0
12700,6300,7363,2024-03-28,3.0
12701,3617,4222,2023-10-28,4.0
12702,570,6987,2024-11-21,9.0
12703,4421,9820,2024-07-14,9.0
12704,2244,5868,2023-10-06,7.0
12705,8676,9659,2023-12-28,2.0
12706,9939,2129,2024-04-22,9.0
12707,2911,719,2023-11-17,10.0
12708,8475,3073,2023-08-09,1.0
12709,619,2553,2024-05-10,7.0
12710,4440,5689,2023-11-26,4.0
12711,6905,4172,2023-05-20,9.0
12712,3072,5181,2024-03-19,7.0
12713,9721,2460,2024-06-10,3.0
12714,2244,8311,2023-12-20,10.0
12715,2834,7160,2025-03-04,3.0
12716,5229,7748,2024-12-06,8.0
12717,2020,3901,2023-05-19,3.0
12718,9470,4325,2024-01-10,9.0
12719,6985,4940,2025-03-24,7.0
12720,4702,246,2025-02-24,10.0
12721,9726,1151,,3.0
12722,3594,4809,2024-10-28,5.0
12723,5065,914,,6.0
12724,2754,7377,2024-08-22,4.0
12725,7350,3837,2025-01-03,4.0
12726,5878,2283,2024-08-01,3.0
12727,3990,4767,2024-07-17,10.0
12728,4189,3890,2024-05-01,2.0
12729,9835,4100,2024-10-14,5.0
12730,2531,2525,2024-07-21,3.0
12731,2593,2520,2025-02-17,5.0
12732,4617,1854,2024-08-22,8.0
12733,228,737,2025-01-19,5.0
12734,6708,7186,2023-10-26,5.0
12735,7671,7829,2023-08-16,5.0
12736,5053,1425,2023-07-15,7.0
12737,4298,1270,2024-01-11,6.0
12738,6872,6035,2024-07-27,3.0
12739,5989,3617,2024-11-09,3.0
12740,6084,8286,2024-01-10,1.0
12741,4083,3622,2023-09-04,2.0
12742,3520,259,2023-04-14,2.0
12743,1915,2635,2023-06-09,8.0
12744,3733,3345,2023-05-15,10.0
12745,2806,9325,2024-04-24,2.0
12746,1847,8489,2024-11-30,3.0
12747,3820,2170,2023-11-16,1.0
12748,8609,1944,2023-09-08,3.0
12749,9644,7696,2025-01-18,9.0
12750,563,6873,2023-08-10,9.0
12751,6711,3476,2025-01-07,4.0
12752,9877,5377,2025-03-31,10.0
12753,6301,8371,2024-06-13,8.0
12754,4962,7962,2024-05-25,8.0
12755,6897,3938,2023-09-11,6.0
12756,7537,8579,2024-01-01,6.0
12757,3294,7845,2024-11-15,6.0
12758,8694,1233,2023-08-27,3.0
12759,363,2661,2023-08-17,9.0
12760,5813,954,2023-10-18,4.0
12761,1482,1394,2023-11-30,8.0
12762,1934,5732,2023-07-14,2.0
12763,4398,1063,2024-08-04,7.0
12764,3968,4699,2023-06-22,2.0
12765,2644,9061,2024-03-05,1.0
12766,974,5270,2024-06-27,5.0
12767,8562,6015,2023-07-14,7.0
12768,6068,3063,2024-07-04,4.0
12769,3959,592,2023-08-02,1.0
12770,9371,8528,2024-02-21,9.0
12771,60,5499,2024-07-12,4.0
12772,6148,1831,2023-08-06,9.0
12773,6180,8321,2024-10-27,7.0
12774,3811,6736,2025-01-27,7.0
12775,714,2428,2023-08-24,1.0
12776,3231,8029,2024-09-30,3.0
12777,2698,4005,2023-07-19,5.0
12778,9439,106,2023-11-21,7.0
12779,2008,8188,2024-05-03,8.0
12780,3030,4853,2024-07-09,2.0
12781,4209,408,2024-12-07,3.0
12782,2308,9304,2025-03-20,6.0
12783,949,4888,2023-12-06,7.0
12784,5978,9511,2023-07-13,7.0
12785,8436,6309,2024-04-19,1.0
12786,4620,1273,2024-03-16,7.0
12787,7351,2656,2024-06-14,4.0
12788,110,6997,2024-11-26,3.0
12789,6285,1833,2024-05-26,4.0
12790,8863,440,2024-12-17,8.0
12791,325,9826,2024-12-10,2.0
12792,4278,4039,2024-08-10,8.0
12793,7450,3884,2023-11-22,
12794,2351,651,2023-07-15,9.0
12795,3438,9090,,4.0
12796,819,1855,2023-04-09,6.0
12797,3869,7673,2024-03-12,2.0
12798,4911,6942,2024-08-15,7.0
12799,946,2174,2024-02-13,5.0
12800,4287,331,2024-09-08,9.0
12801,2305,2757,2025-03-24,6.0
12802,3905,4079,2023-11-08,6.0
12803,587,418,2024-03-09,6.0
12804,3296,677,2023-05-07,6.0
12805,7900,8873,2023-08-24,7.0
12806,9738,7713,2023-05-16,5.0
12807,2931,1035,2024-01-08,6.0
12808,7158,5857,2024-08-18,9.0
12809,3662,2867,2023-11-08,4.0
12810,3652,8034,2023-11-30,5.0
12811,2249,4806,2024-11-13,1.0
12812,8645,8637,2023-06-21,4.0
12813,3288,3186,2024-09-26,9.0
12814,7188,2066,,2.0
12815,4,1739,2024-01-01,6.0
12816,1666,9319,2024-11-21,1.0
12817,5779,7637,2023-12-12,6.0
12818,7471,2434,2025-04-05,2.0
12819,9246,1911,2024-10-07,4.0
12820,2829,8693,2025-01-02,7.0
12821,7359,5123,2023-05-02,1.0
12822,7309,1456,2024-09-09,5.0
12823,7899,2201,2024-09-26,10.0
12824,2007,9699,2023-12-09,3.0
12825,7315,5013,2024-07-21,4.0
12826,3632,5195,2024-09-30,5.0
12827,6570,4040,2024-01-08,8.0
12828,363,2282,2025-01-03,8.0
12829,5606,8740,2023-05-31,5.0
12830,6174,7674,2023-08-16,6.0
12831,1064,1806,2024-04-19,3.0
12832,9818,1992,2024-07-24,4.0
12833,9223,3078,2024-03-21,6.0
12834,2345,1374,2023-12-02,8.0
12835,7285,2018,2023-04-29,3.0
12836,2696,6725,,1.0
12837,151,4201,2025-03-22,1.0
12838,9270,8518,2024-01-31,6.0
12839,9270,7434,2024-06-16,6.0
12840,1377,3721,2024-10-10,9.0
12841,5891,382,2024-11-15,10.0
12842,46,8409,2023-05-18,
12843,2475,4632,2023-09-02,1.0
12844,9327,9843,2024-02-28,7.0
12845,2415,5401,2024-12-07,5.0
12846,1089,5563,2024-03-24,5.0
12847,7717,7730,2024-12-02,6.0
12848,3308,3108,2025-01-27,7.0
12849,3991,6879,2024-10-20,6.0
12850,4811,4567,2024-12-26,7.0
12851,405,5087,2025-02-03,1.0
12852,8525,5330,2024-05-02,4.0
12853,7992,2791,2024-01-24,4.0
12854,1530,9288,2023-11-01,7.0
12855,811,7235,2024-11-02,7.0
12856,5185,7252,2023-09-17,6.0
12857,499,8339,2024-07-04,2.0
12858,1351,6893,2023-10-02,8.0
12859,1650,6506,2024-05-07,7.0
12860,8143,736,2024-11-14,4.0
12861,7507,8139,2023-08-18,8.0
12862,828,1776,2024-09-29,7.0
12863,5681,3715,,1.0
12864,5521,1396,2024-10-14,3.0
12865,7666,6518,2024-02-29,1.0
12866,8077,3471,,7.0
12867,4986,9876,2024-02-13,
12868,8638,795,2024-11-06,4.0
12869,327,310,2025-01-13,6.0
12870,5634,2034,2024-09-01,6.0
12871,654,5777,2023-07-27,4.0
12872,9029,7003,2024-01-23,10.0
12873,3031,4385,2023-06-22,4.0
12874,6957,4789,2025-02-24,3.0
12875,1069,10017,2023-09-16,5.0
12876,6222,5323,2025-03-11,3.0
12877,9910,3141,2025-02-17,3.0
12878,6514,1108,2024-12-29,5.0
12879,8114,587,2025-02-23,9.0
12880,8414,7622,2024-08-12,5.0
12881,3806,8967,2024-04-27,1.0
12882,285,9698,2025-02-11,9.0
12883,1867,1624,2024-01-29,6.0
12884,3539,9551,2023-05-01,9.0
12885,1861,9868,2025-01-28,6.0
12886,3233,9200,2025-01-23,8.0
12887,4244,2359,2024-04-12,7.0
12888,9248,2009,2024-06-15,5.0
12889,4298,6149,2023-09-04,3.0
12890,7041,4690,2024-05-09,5.0
12891,6901,293,2023-07-04,1.0
12892,7910,275,2025-01-30,1.0
12893,7242,2769,2024-01-18,10.0
12894,8724,6163,2024-08-17,4.0
12895,6206,2294,2024-07-31,2.0
12896,2306,7463,2024-12-28,8.0
12897,7573,8331,2024-06-15,8.0
12898,2260,1014,2024-06-23,6.0
12899,3739,2557,2023-06-15,1.0
12900,3978,3671,2023-07-30,1.0
12901,9665,1943,2023-07-22,4.0
12902,3042,3339,2024-01-03,7.0
12903,4360,681,2024-06-20,3.0
12904,7069,2822,2023-07-24,4.0
12905,788,3079,2024-08-18,9.0
12906,6373,4587,2024-08-02,2.0
12907,6905,5443,2024-09-22,3.0
12908,3054,9101,2024-04-17,8.0
12909,2042,9254,2024-08-13,10.0
12910,6404,6949,2023-08-18,4.0
12911,2422,4564,2023-08-05,4.0
12912,1362,4947,2023-04-30,2.0
12913,4,9059,2023-11-05,3.0
12914,9576,7671,2024-12-17,10.0
12915,9621,5983,2024-04-08,10.0
12916,6480,4045,2025-01-05,3.0
12917,6384,8743,,7.0
12918,8375,7734,2024-05-16,1.0
12919,9161,9808,2024-04-16,6.0
12920,2730,5097,2023-12-30,4.0
12921,9402,4268,2024-04-10,3.0
12922,523,9497,2024-03-19,6.0
12923,4861,5690,2024-02-12,1.0
12924,2218,7226,2024-07-16,3.0
12925,88,3297,2023-12-08,2.0
12926,6696,437,2023-07-21,6.0
12927,4868,1032,2023-08-31,10.0
12928,5725,8398,2024-09-03,2.0
12929,419,7272,2024-01-23,2.0
12930,7538,8658,2023-04-15,10.0
12931,7792,5617,2023-09-03,2.0
12932,6385,5578,2024-01-18,1.0
12933,6093,6923,2024-10-16,5.0
12934,4810,449,2023-11-27,6.0
12935,1987,8226,2025-03-29,5.0
12936,488,421,2024-07-06,7.0
12937,3665,1956,2024-09-01,3.0
12938,5856,3239,2025-02-17,5.0
12939,4608,1002,2023-05-09,6.0
12940,8383,9510,2025-01-24,2.0
12941,7455,1372,2023-12-14,9.0
12942,5244,4341,2023-05-14,6.0
12943,521,9488,2024-02-22,7.0
12944,4083,8732,2023-08-06,2.0
12945,9557,2086,2024-12-11,9.0
12946,1944,2832,2025-02-13,8.0
12947,9848,6925,2024-07-19,10.0
12948,8606,393,2024-02-23,3.0
12949,2280,286,2025-03-25,6.0
12950,6555,3207,2023-11-05,1.0
12951,3448,7729,2024-10-20,2.0
12952,8626,4740,2024-06-12,2.0
12953,5737,4814,2023-08-06,4.0
12954,6449,6883,2023-05-15,7.0
12955,4452,9874,2024-12-03,8.0
12956,1386,494,2023-11-26,10.0
12957,1460,2799,2024-06-22,5.0
12958,8600,2187,2023-05-20,4.0
12959,2676,7834,2024-07-09,3.0
12960,7564,2399,2023-07-24,7.0
12961,7688,1854,2023-10-16,10.0
12962,7405,8323,2024-03-14,5.0
12963,9972,4094,2025-04-04,1.0
12964,8917,8094,2024-07-06,8.0
12965,7329,1360,2024-11-20,9.0
12966,8478,9803,2024-12-13,8.0
12967,8598,6580,2025-03-21,6.0
12968,2527,2963,2023-08-09,5.0
12969,186,1262,2024-08-05,7.0
12970,1744,9261,,2.0
12971,2905,5691,2023-11-25,2.0
12972,4235,2580,2023-05-31,8.0
12973,6815,5067,2023-06-23,9.0
12974,1455,3370,2023-06-14,6.0
12975,9219,7670,2023-04-17,10.0
12976,7034,4509,2023-05-11,1.0
12977,8215,6654,,9.0
12978,6182,3202,2025-03-14,8.0
12979,9113,9837,2025-03-23,3.0
12980,8210,5504,2024-02-16,4.0
12981,2879,6823,2024-08-31,10.0
12982,5309,4012,2023-10-31,5.0
12983,9830,660,2024-04-21,5.0
12984,1921,1808,2025-01-05,5.0
12985,5483,7398,2024-04-12,5.0
12986,7671,7516,2023-10-03,10.0
12987,2417,6936,,1.0
12988,6451,6599,2024-04-06,1.0
12989,5543,1619,2024-10-28,5.0
12990,1537,9314,2024-05-02,1.0
12991,8087,5115,2024-07-13,5.0
12992,5810,7582,2023-09-10,7.0
12993,4444,8569,2023-08-16,3.0
12994,4907,9074,2024-12-22,10.0
12995,930,2677,2024-06-11,7.0
12996,4606,3005,2023-10-04,5.0
12997,2003,3643,2024-08-13,8.0
12998,2981,5046,2024-08-17,1.0
12999,3374,9888,2024-09-28,8.0
13000,1145,8830,2023-05-03,9.0
13001,9872,6987,2023-12-05,3.0
13002,6115,8573,2024-12-12,5.0
13003,6960,6555,2023-11-22,10.0
13004,6949,2960,2024-03-06,1.0
13005,6863,1902,2024-01-21,9.0
13006,800,3830,2024-06-08,4.0
13007,8824,4971,2023-10-26,8.0
13008,607,9553,2024-08-19,3.0
13009,530,6890,2024-03-04,7.0
13010,5788,1613,2024-12-23,9.0
13011,9976,8062,2025-02-08,4.0
13012,4456,6870,2023-04-21,2.0
13013,9155,3989,2024-04-18,4.0
13014,6961,2568,2025-02-12,5.0
13015,6611,9957,2024-08-29,1.0
13016,407,3030,2023-12-19,7.0
13017,8658,4597,2024-12-15,10.0
13018,6115,7993,2024-08-04,7.0
13019,234,3586,2023-08-16,10.0
13020,8116,2545,2024-07-15,7.0
13021,6873,7310,2024-09-27,4.0
13022,6287,4452,2024-06-10,2.0
13023,1033,7315,2024-06-25,7.0
13024,6848,190,2023-06-30,9.0
13025,9028,1180,2025-03-01,7.0
13026,4071,1806,2023-04-17,1.0
13027,6800,2469,2025-02-03,5.0
13028,4860,4475,2024-12-28,2.0
13029,245,3104,2023-09-04,4.0
13030,2778,7974,2023-10-27,1.0
13031,5737,1020,2023-07-15,4.0
13032,7529,6544,2024-12-07,6.0
13033,9074,4550,2025-01-20,5.0
13034,3873,2814,2024-04-06,8.0
13035,8433,1007,2025-01-25,6.0
13036,6597,8012,2025-03-15,3.0
13037,721,1296,2024-09-25,
13038,117,4174,2023-06-17,4.0
13039,1262,2271,2023-12-22,8.0
13040,7143,1596,,10.0
13041,3060,228,2025-03-24,10.0
13042,3820,2471,2025-03-20,8.0
13043,902,9291,2023-12-21,8.0
13044,9201,7847,2023-09-26,9.0
13045,6628,5754,2024-12-02,2.0
13046,7640,2008,2024-10-13,1.0
13047,3216,8726,2023-04-09,10.0
13048,7909,4909,2023-06-03,4.0
13049,5945,7983,2023-06-23,5.0
13050,3936,7261,2024-10-16,5.0
13051,3098,4480,2024-06-11,7.0
13052,3467,6669,2023-08-27,7.0
13053,8116,7636,2024-06-16,9.0
13054,6425,7167,2024-10-18,4.0
13055,3213,4828,2024-10-02,4.0
13056,9618,5499,2024-08-04,10.0
13057,5637,2938,2024-07-04,8.0
13058,6210,1671,2023-06-28,3.0
13059,7899,153,2024-10-09,8.0
13060,2287,4471,2023-08-04,7.0
13061,193,6217,2023-07-12,2.0
13062,4259,2895,2024-05-17,4.0
13063,6821,5073,2024-02-17,10.0
13064,7393,4697,2023-07-07,8.0
13065,2358,3036,2023-10-17,3.0
13066,6437,1471,2024-06-06,6.0
13067,9827,6965,2024-03-11,6.0
13068,3523,9850,2023-04-10,8.0
13069,5200,9407,2023-05-14,10.0
13070,2330,5262,2024-01-23,1.0
13071,5563,566,2024-12-13,1.0
13072,3597,8180,2025-03-06,8.0
13073,1529,9048,2024-06-14,6.0
13074,621,3961,2023-12-18,10.0
13075,297,9822,2023-09-04,4.0
13076,3068,9767,2024-08-06,1.0
13077,9944,1722,2024-06-01,6.0
13078,3344,1560,2024-09-28,3.0
13079,420,4425,2024-04-28,4.0
13080,5380,2525,2023-12-09,7.0
13081,4927,9258,2023-05-02,9.0
13082,8115,4418,2024-05-15,6.0
13083,9401,9153,2025-01-23,5.0
13084,4587,6910,2024-09-18,7.0
13085,1713,5973,2024-11-01,9.0
13086,7449,5069,2024-04-18,10.0
13087,4534,5760,2025-02-19,10.0
13088,6768,7146,2024-05-22,9.0
13089,3349,2607,2024-12-27,3.0
13090,1695,8931,2024-06-06,4.0
13091,1609,6627,2023-06-25,10.0
13092,3266,9599,2024-12-07,10.0
13093,2063,3572,2024-11-24,1.0
13094,2292,6091,2024-07-08,1.0
13095,7647,2738,2023-12-25,8.0
13096,8775,7455,2025-01-14,4.0
13097,164,10075,2023-09-21,1.0
13098,7932,5971,2023-06-05,9.0
13099,1100,6585,2025-02-24,1.0
13100,7021,6818,2023-12-29,4.0
13101,3686,603,2024-08-25,4.0
13102,3380,6196,2024-08-04,5.0
13103,2281,2067,2024-12-17,5.0
13104,6527,1298,2023-12-01,8.0
13105,719,110,2024-04-28,1.0
13106,3203,6072,2024-11-01,4.0
13107,4869,6427,2024-07-16,2.0
13108,446,4491,2024-02-18,8.0
13109,4336,6653,2024-03-20,6.0
13110,2490,9391,2024-05-05,8.0
13111,4535,5346,2024-12-15,5.0
13112,3660,1475,2023-11-22,
13113,3430,3538,2024-06-21,4.0
13114,942,8960,2024-10-16,9.0
13115,4314,4859,2024-09-15,4.0
13116,411,2420,2024-12-22,
13117,1101,5692,2024-02-16,10.0
13118,3634,9778,2023-07-20,4.0
13119,340,2371,2024-05-12,3.0
13120,2800,2179,2024-12-23,7.0
13121,8609,341,2024-10-17,2.0
13122,5905,3042,2023-10-26,2.0
13123,3219,7765,2023-10-06,10.0
13124,1669,6095,2024-04-17,3.0
13125,8937,9433,2023-06-06,7.0
13126,2490,2937,2023-05-13,5.0
13127,1739,3880,2024-10-13,7.0
13128,3610,1584,2023-07-07,4.0
13129,6426,6590,2025-03-12,6.0
13130,3374,7755,2023-05-14,
13131,3823,2518,2024-06-21,5.0
13132,9404,4303,2024-01-26,5.0
13133,2023,1690,2023-10-11,10.0
13134,3260,8488,2024-03-10,5.0
13135,6584,6081,2024-03-21,2.0
13136,6750,3342,2023-09-15,2.0
13137,1124,3500,2023-07-31,1.0
13138,3212,7563,2023-07-12,2.0
13139,6470,1466,2024-11-20,1.0
13140,651,8608,2024-11-05,8.0
13141,1918,3872,2024-10-03,4.0
13142,9026,6320,2023-04-11,3.0
13143,6367,7649,2024-12-01,2.0
13144,4763,2497,2023-06-22,2.0
13145,6148,7455,2023-06-19,10.0
13146,2619,9819,2024-02-22,8.0
13147,7342,1200,2023-07-30,9.0
13148,6454,7504,2023-05-19,4.0
13149,3226,8894,2025-02-22,9.0
13150,1285,8391,2024-11-14,8.0
13151,9716,5516,2023-10-05,3.0
13152,5475,199,2024-09-05,3.0
13153,2162,5944,,4.0
13154,8781,9553,2024-04-10,1.0
13155,7514,749,2023-07-27,7.0
13156,4563,7468,2024-10-31,4.0
13157,4107,8655,2024-09-02,3.0
13158,4245,1608,2024-02-18,7.0
13159,5510,9973,,7.0
13160,6643,3792,2023-11-20,6.0
13161,5458,5419,,2.0
13162,3390,1096,2023-07-29,8.0
13163,4677,7314,2023-04-09,1.0
13164,7781,3798,2023-09-20,
13165,3880,3064,2025-02-03,2.0
13166,3364,2065,2023-10-23,5.0
13167,6158,5354,2024-12-24,1.0
13168,5922,5547,2025-01-19,9.0
13169,7142,2945,2023-09-04,2.0
13170,6695,7445,2024-08-22,9.0
13171,8189,3304,2023-07-27,3.0
13172,1001,4058,2025-01-27,8.0
13173,2417,6425,2023-10-17,2.0
13174,2034,3850,2024-03-02,3.0
13175,2505,1894,2024-11-17,6.0
13176,3002,4917,2024-06-03,8.0
13177,8657,8477,2024-07-31,2.0
13178,9901,3146,2023-12-25,6.0
13179,5612,3403,2025-03-06,10.0
13180,5619,3404,2024-11-22,3.0
13181,8153,7751,2023-05-05,9.0
13182,1999,1083,2023-12-03,1.0
13183,6390,4176,2024-10-02,5.0
13184,5271,1545,2024-03-07,1.0
13185,2074,9056,2024-01-16,1.0
13186,7576,1313,2023-04-16,7.0
13187,5306,7204,2023-04-30,3.0
13188,3063,6056,2023-05-09,6.0
13189,352,4562,2025-02-09,9.0
13190,8383,4060,2023-06-03,5.0
13191,220,254,2024-10-31,6.0
13192,1881,4608,2024-03-24,4.0
13193,8700,6532,2024-02-14,7.0
13194,3451,4593,2024-10-27,10.0
13195,6241,5197,2024-12-05,3.0
13196,5224,7790,2023-07-18,8.0
13197,36,1469,2023-05-27,1.0
13198,6039,1102,2023-06-09,1.0
13199,3159,3621,2023-11-20,9.0
13200,4156,3223,2023-09-23,1.0
13201,989,8360,2024-04-11,4.0
13202,9579,524,2023-04-16,3.0
13203,3045,7250,,6.0
13204,1038,5551,2023-04-18,2.0
13205,7109,201,2024-06-09,5.0
13206,3735,7034,2023-12-04,4.0
13207,6183,8393,2024-01-24,
13208,6069,8805,2024-10-21,9.0
13209,3008,5914,2024-02-27,2.0
13210,3765,6615,2024-03-20,3.0
13211,1552,6990,2024-11-22,8.0
13212,3640,7895,2024-09-28,10.0
13213,7898,1305,2025-03-30,9.0
13214,401,3700,2024-11-29,2.0
13215,7495,8198,2023-12-23,2.0
13216,1254,4398,2024-03-13,7.0
13217,7661,922,2024-08-13,4.0
13218,6448,9104,2024-11-24,6.0
13219,2540,3658,2024-11-23,9.0
13220,768,6547,2024-04-13,4.0
13221,401,8914,2025-01-18,8.0
13222,6423,4999,2023-05-26,2.0
13223,1205,8986,2024-12-07,5.0
13224,7857,4177,2023-06-02,7.0
13225,6779,5480,2025-03-18,6.0
13226,9283,7871,,2.0
13227,6969,4662,2023-07-27,6.0
13228,2848,9224,2023-05-18,6.0
